232,232,232,232,232,240,240,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,240,240,240,240,240,240,240,240,240,240,232,233,240,232,233,232,233,234,234,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,232,233,234,232,232,233,234,234,234,242,242,234,234,234,234,234,234,234,234,234,234,234,234,234,233,234,234,234,232,233,234,232,233,234,242,242
240,240,240,240,240,248,248,232,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,232,232,232,233,234,234,234,248,248,248,232,233,248,232,232,232,233,234,242,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,232,233,234,234,234,234,242,242,242,250,250,242,242,242,242,242,242,242,242,242,242,242,242,242,233,234,242,242,232,233,234,232,232,233,234,242
248,248,248,248,248,249,250,240,248,248,248,248,248,248,248,248,232,233,234,248,248,248,248,248,248,248,232,233,234,234,234,234,234,242,242,234,234,234,234,232,240,240,240,232,233,234,250,233,234,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,232,232,232,232,233,234,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,233,234,250,250,232,233,234,240,232,233,234,242
249,250,242,250,234,242,234,248,248,249,250,232,232,232,232,233,234,233,234,234,232,233,234,234,234,234,232,233,232,233,234,242,242,250,250,242,242,242,242,240,248,248,248,232,232,232,232,232,232,232,232,232,232,232,233,234,240,248,249,250,250,250,250,250,240,240,240,232,233,234,240,240,240,248,248,248,248,248,248,249,250,250,248,248,240,248,249,250,233,234,249,250,233,234,234,248,232,233,234,242
232,233,234,232,232,233,234,248,248,249,250,240,240,240,240,241,242,232,232,233,234,234,234,242,242,232,232,233,232,233,234,233,234,234,234,232,233,234,234,234,234,234,250,240,240,240,240,240,240,240,240,240,240,240,232,232,233,234,248,240,240,240,240,240,248,248,248,232,233,234,248,248,248,249,250,242,242,250,250,250,234,232,248,232,232,232,233,234,233,234,249,250,233,234,242,248,232,233,234,242
232,233,234,240,232,233,234,248,248,249,250,248,248,248,248,249,250,240,232,232,232,232,233,232,232,240,232,233,240,241,242,234,234,242,242,234,234,234,242,242,242,242,211,211,212,248,248,248,248,248,248,248,248,248,240,232,232,233,234,234,234,234,234,248,248,248,232,233,234,234,250,250,250,242,250,250,250,248,249,250,234,240,248,240,240,232,232,233,234,234,249,250,233,234,250,248,232,233,234,242
232,233,232,248,232,233,232,233,234,211,212,212,211,212,211,212,248,248,240,240,240,232,232,240,240,248,232,232,248,249,250,242,242,250,250,242,242,242,250,250,250,250,219,211,211,212,249,250,250,250,250,250,242,242,248,240,232,233,234,242,242,242,242,234,234,234,234,234,234,234,234,234,234,250,240,240,248,249,250,233,234,248,248,248,248,240,232,232,233,234,249,250,233,234,250,248,232,233,234,234
232,233,240,248,232,233,240,241,242,211,212,220,219,211,211,212,211,212,248,248,248,240,240,248,248,248,240,240,248,249,250,250,250,249,250,250,250,250,248,249,211,211,212,212,212,212,248,248,248,249,250,250,250,250,250,248,232,233,234,250,250,250,250,232,232,232,232,233,234,242,242,242,242,248,248,248,248,249,250,233,234,248,249,248,249,248,240,232,232,233,234,250,233,234,250,232,233,234,234,242
232,232,248,248,232,232,248,249,250,211,212,211,212,211,219,220,219,220,211,211,212,248,248,248,249,250,248,248,248,248,248,248,248,249,250,211,212,212,212,212,212,212,212,220,220,220,211,211,211,211,211,211,211,211,211,212,232,233,234,250,250,232,233,234,234,234,234,234,234,250,250,250,250,248,249,250,248,249,250,241,242,249,250,248,249,250,248,240,232,232,233,234,233,234,250,232,233,234,242,250
232,240,248,249,240,232,232,233,234,211,212,211,212,219,220,211,211,212,219,219,211,212,211,212,248,249,250,250,234,211,211,211,211,211,211,219,220,220,220,220,220,220,220,0,0,0,219,219,219,219,219,219,219,219,219,220,232,233,234,232,232,240,241,242,242,242,242,242,242,211,212,212,212,212,212,212,212,212,248,249,250,250,242,242,248,249,250,248,240,232,232,233,234,234,250,232,233,234,250,250
